Entry number,Entry ID,Source,Street field,Authoritative locality field(s),Lookup street,Lookup locality,Lookup key,Duplicate lookup reused,Original collector category,Original collector status,Review category,Status,Hydrants pill,Reviewed resolution,Resolution confidence,Approximate vicinity anchor,Anchor key,Query attempted,Matched official address,Method used,Score,Latitude,Longitude,Manual override,Notes / unresolved reason,Secondary evidence,Fallback address when grey
593,BLACKWOOD MAIN-419,BLACKWOOD MAIN,THE VALLEY ROAD,BELAIR NATIONAL PARK,THE VALLEY ROAD,BELAIR NATIONAL PARK,THE VALLEY ROAD|BELAIR NATIONAL PARK,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,QUEENS JUBILEE DRIVE|BELAIR NATIONAL PARK,"QUEENS JUBILEE DRIVE, BELAIR NATIONAL PARK SA","LOT 599 QUEENS JUBILEE DRIVE, BELAIR, SOUTH AUSTRALIA, 5052",Reviewed Directions route vicinity anchor,55,-35.0076162646897,138.6497405220847,No,Internal park road leading toward Long Gully; use the reviewed official park-road starting point.,,
594,CORO STREETS-97,CORO STREETS,THE WALK,COROMANDEL VALLEY,THE WALK,COROMANDEL VALLEY,THE WALK|COROMANDEL VALLEY,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 THE WALK, COROMANDEL VALLEY SA","1 THE WALK, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.05322519035447,138.6214220137309,No,,,
595,CORO STREETS-98,CORO STREETS,THOMAS COURT,COROMANDEL VALLEY,THOMAS COURT,COROMANDEL VALLEY,THOMAS COURT|COROMANDEL VALLEY,No,Failed,Failed,Secondary-assisted official correction,Reviewed resolution,Active,Yes,High,No,,"1 THOMAS COURT, COROMANDEL VALLEY SA","1 THOMAS COURT, CHANDLERS HILL, SOUTH AUSTRALIA, 5159",Reviewed No. 1,55,-35.05992422867301,138.61878235177466,No,"Reviewed spelling, street type or adjoining official locality; selected the lowest numbered matching official SAGAF_PLUS candidate for THOMAS COURT, CHANDLERS HILL.",,
596,CORO EAST & CHERRY-28,CORO EAST & CHERRY,THORLEY ROAD,CLARENDON,THORLEY ROAD,CLARENDON,THORLEY ROAD|CLARENDON,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"THORLEY ROAD, CLARENDON SA","228 THORLEY ROAD, CLARENDON, SOUTH AUSTRALIA, 5157",Reviewed street-only,100,-35.08962331634063,138.660969269417,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
597,CORO STREETS-99,CORO STREETS,THORNBILL CRESCENT,COROMANDEL VALLEY,THORNBILL CRESCENT,COROMANDEL VALLEY,THORNBILL CRESCENT|COROMANDEL VALLEY,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 THORNBILL CRESCENT, COROMANDEL VALLEY SA","1 THORNBILL CRESCENT, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.04322848687355,138.6285307253082,No,,,
598,BLACKWOOD MAIN-420,BLACKWOOD MAIN,THORNGATE DRIVE,BELAIR,THORNGATE DRIVE,BELAIR,THORNGATE DRIVE|BELAIR,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 THORNGATE DRIVE, BELAIR SA","1 THORNGATE DRIVE, BELAIR, SOUTH AUSTRALIA, 5052",No. 1,100,-35.003202715744635,138.6253351671586,No,,,
599,BLACKWOOD MAIN-423,BLACKWOOD MAIN,TI TREE ROAD,HAWTHORNDENE,TI TREE ROAD,HAWTHORNDENE,TI TREE ROAD|HAWTHORNDENE,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 TI TREE ROAD, HAWTHORNDENE SA","1 TI TREE ROAD, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 1,100,-35.01932566210649,138.6309193890152,No,,,
600,BLACKWOOD MAIN-421,BLACKWOOD MAIN,TILLEYS HILL ROAD,BROWNHILL CREEK · MITCHAM,,,,No,Ambiguous,Ambiguous authoritative locality fields,Reviewed multi-locality vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,JAMES ROAD|BELAIR,"2 JAMES ROAD, BELAIR SA","2 JAMES ROAD, BELAIR, SOUTH AUSTRALIA, 5052",Reviewed Directions route vicinity anchor,100,-34.99664545319125,138.6307084152919,No,The Directions entry spans multiple locality fields. A reviewed official approach point (JAMES ROAD|BELAIR) was selected without merging it with other same-name street records.,,
601,BLACKWOOD MAIN-422,BLACKWOOD MAIN,TIPARRA STREET,EDEN HILLS,TIPARRA STREET,EDEN HILLS,TIPARRA STREET|EDEN HILLS,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"TIPARRA STREET, EDEN HILLS SA","1A TIPARRA STREET, EDEN HILLS, SOUTH AUSTRALIA, 5050",Reviewed street-only,100,-35.02758298863426,138.59771575385753,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
602,BLACKWOOD PARK-51,BLACKWOOD PARK,TOKAY COURT,CRAIGBURN FARM,TOKAY COURT,CRAIGBURN FARM,TOKAY COURT|CRAIGBURN FARM,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 TOKAY COURT, CRAIGBURN FARM SA","1 TOKAY COURT, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",No. 1,100,-35.03961863040902,138.61486990989408,No,,,
603,BLACKWOOD MAIN-424,BLACKWOOD MAIN,TOOLANGIE PLACE,BELLEVUE HEIGHTS,TOOLANGIE PLACE,BELLEVUE HEIGHTS,TOOLANGIE PLACE|BELLEVUE HEIGHTS,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 TOOLANGIE PLACE, BELLEVUE HEIGHTS SA","1 TOOLANGIE PLACE, BELLEVUE HEIGHTS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.023721600260124,138.5851711779997,No,,,
604,BLACKWOOD MAIN-425,BLACKWOOD MAIN,TOORAK AVENUE,BELLEVUE HEIGHTS,TOORAK AVENUE,BELLEVUE HEIGHTS,TOORAK AVENUE|BELLEVUE HEIGHTS,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 TOORAK AVENUE, BELLEVUE HEIGHTS SA","1 TOORAK AVENUE, BELLEVUE HEIGHTS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.03245068253342,138.58631499000717,No,,,
605,BLACKWOOD MAIN-426,BLACKWOOD MAIN,TREETOP TERRACE,BELAIR,TREETOP TERRACE,BELAIR,TREETOP TERRACE|BELAIR,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 TREETOP TERRACE, BELAIR SA","1 TREETOP TERRACE, BELAIR, SOUTH AUSTRALIA, 5052",No. 1,100,-35.0044121679746,138.6111963699616,No,,,
606,BLACKWOOD MAIN-427,BLACKWOOD MAIN,TREVILYAN COURT,COROMANDEL VALLEY,TREVILYAN COURT,COROMANDEL VALLEY,TREVILYAN COURT|COROMANDEL VALLEY,Yes,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 TREVILYAN COURT, COROMANDEL VALLEY SA","1 TREVILYAN COURT, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.031787164837056,138.62711794848653,No,,,
607,CORO STREETS-100,CORO STREETS,TREVILYAN COURT,COROMANDEL VALLEY,TREVILYAN COURT,COROMANDEL VALLEY,TREVILYAN COURT|COROMANDEL VALLEY,Yes,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 TREVILYAN COURT, COROMANDEL VALLEY SA","1 TREVILYAN COURT, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.031787164837056,138.62711794848653,No,,,
608,BLACKWOOD MAIN-428,BLACKWOOD MAIN,TREVOR TERRACE,BLACKWOOD,TREVOR TERRACE,BLACKWOOD,TREVOR TERRACE|BLACKWOOD,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 TREVOR TERRACE, BLACKWOOD SA","1 TREVOR TERRACE, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 1,100,-35.026233539506954,138.60978857396984,No,,,
609,CORO STREETS-101,CORO STREETS,TURNERS AVENUE,COROMANDEL VALLEY,TURNERS AVENUE,COROMANDEL VALLEY,TURNERS AVENUE|COROMANDEL VALLEY,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"TURNERS AVENUE, COROMANDEL VALLEY SA","14 TURNERS AVENUE, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.03085628330749,138.62742498107204,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
610,BLACKWOOD MAIN-429,BLACKWOOD MAIN,TURNERS AVENUE,HAWTHORNDENE,TURNERS AVENUE,HAWTHORNDENE,TURNERS AVENUE|HAWTHORNDENE,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 TURNERS AVENUE, HAWTHORNDENE SA","2 TURNERS AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 2,100,-35.029691658546575,138.62581225950757,No,,,
611,BLACKWOOD MAIN-430,BLACKWOOD MAIN,UNIVERSITY WAY,BELLEVUE HEIGHTS,UNIVERSITY WAY,BELLEVUE HEIGHTS,UNIVERSITY WAY|BELLEVUE HEIGHTS,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 UNIVERSITY WAY, BELLEVUE HEIGHTS SA","2 UNIVERSITY WAY, BELLEVUE HEIGHTS, SOUTH AUSTRALIA, 5050",No. 2,100,-35.030199703195606,138.58586244603407,No,,,
612,BLACKWOOD MAIN-431,BLACKWOOD MAIN,UPPER STURT ROAD,BELAIR,UPPER STURT ROAD,BELAIR,UPPER STURT ROAD|BELAIR,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 UPPER STURT ROAD, BELAIR SA","2 UPPER STURT ROAD, BELAIR, SOUTH AUSTRALIA, 5052",No. 2,100,-34.998930586791175,138.63197212299033,No,,,
613,BLACKWOOD MAIN-432,BLACKWOOD MAIN,UPPER STURT ROAD,GLENALTA,UPPER STURT ROAD,GLENALTA,UPPER STURT ROAD|GLENALTA,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"UPPER STURT ROAD, GLENALTA SA","70 UPPER STURT ROAD, GLENALTA, SOUTH AUSTRALIA, 5052",Reviewed street-only,100,-35.00628833986301,138.6326722853638,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
614,BLACKWOOD MAIN-433,BLACKWOOD MAIN,UPPER STURT ROAD HAWTHORNDENE,,UPPER STURT ROAD,HAWTHORNDENE,UPPER STURT ROAD|HAWTHORNDENE,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,RANKEYS HILL ROAD|HAWTHORNDENE,"1 RANKEYS HILL ROAD, HAWTHORNDENE SA","1 RANKEYS HILL ROAD, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",Reviewed Directions route vicinity anchor,100,-35.01678045803144,138.6385845304462,No,The explicit 192 Upper Sturt Road lookup did not return an exact official candidate; Rankeys Hill Road is the final confirmed approach in the Directions entry and is close to the requested section.,,
615,BLACKWOOD MAIN-434,BLACKWOOD MAIN,URALLA COURT,BLACKWOOD,URALLA COURT,BLACKWOOD,URALLA COURT|BLACKWOOD,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 URALLA COURT, BLACKWOOD SA","1 URALLA COURT, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 1,100,-35.01154738468231,138.6128667268434,No,,,
616,BLACKWOOD MAIN-435,BLACKWOOD MAIN,VALE ROAD,HAWTHORNDENE,VALE ROAD,HAWTHORNDENE,VALE ROAD|HAWTHORNDENE,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 VALE ROAD, HAWTHORNDENE SA","1 VALE ROAD, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 1,100,-35.01793085184981,138.63866013232848,No,,,
617,BLACKWOOD MAIN-436,BLACKWOOD MAIN,VAUCLUSE CRESCENT,BELLEVUE HEIGHTS,VAUCLUSE CRESCENT,BELLEVUE HEIGHTS,VAUCLUSE CRESCENT|BELLEVUE HEIGHTS,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 VAUCLUSE CRESCENT, BELLEVUE HEIGHTS SA","1 VAUCLUSE CRESCENT, BELLEVUE HEIGHTS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.027583522294606,138.58802074635858,No,,,
618,CORO STREETS-102,CORO STREETS,VAWSER COURT,COROMANDEL VALLEY,VAWSER COURT,COROMANDEL VALLEY,VAWSER COURT|COROMANDEL VALLEY,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 VAWSER COURT, COROMANDEL VALLEY SA","2 VAWSER COURT, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 2,100,-35.04665672093379,138.61838975564706,No,,,
619,BLACKWOOD PARK-52,BLACKWOOD PARK,VERCO PLACE,CRAIGBURN FARM,VERCO PLACE,CRAIGBURN FARM,VERCO PLACE|CRAIGBURN FARM,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 VERCO PLACE, CRAIGBURN FARM SA","2 VERCO PLACE, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",No. 2,100,-35.040860813806816,138.60870951275098,No,,,
620,BLACKWOOD PARK-53,BLACKWOOD PARK,VERDELHO AVENUE,CRAIGBURN FARM,VERDELHO AVENUE,CRAIGBURN FARM,VERDELHO AVENUE|CRAIGBURN FARM,No,Failed,Failed,Secondary-assisted official correction,Reviewed resolution,Active,Yes,High,No,,"1 VERDELHO AVENUE, CRAIGBURN FARM SA","1 VERDELHO STREET, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",Reviewed No. 1,89.24,-35.03411356817037,138.61519633213882,No,"Reviewed spelling, street type or adjoining official locality; selected the lowest numbered matching official SAGAF_PLUS candidate for VERDELHO STREET, CRAIGBURN FARM.",,
621,BLACKWOOD MAIN-437,BLACKWOOD MAIN,VIADUCT ROAD,EDEN HILLS,VIADUCT ROAD,EDEN HILLS,VIADUCT ROAD|EDEN HILLS,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 VIADUCT ROAD, EDEN HILLS SA","1 VIADUCT ROAD, EDEN HILLS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.02094745589683,138.6083452006217,No,,,
622,CORO EAST & CHERRY-29,CORO EAST & CHERRY,VICKS ROAD,CHERRY GARDENS · IRON BANK,,,,No,Ambiguous,Ambiguous authoritative locality fields,Reviewed multi-locality vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,CHERRY GARDENS ROAD|CHERRY GARDENS,"CHERRY GARDENS ROAD, CHERRY GARDENS SA","11 CHERRY GARDENS ROAD, CHERRY GARDENS, SOUTH AUSTRALIA, 5157",Reviewed Directions route vicinity anchor,100,-35.07102578695614,138.62775175909036,No,The Directions entry spans multiple locality fields. A reviewed official approach point (CHERRY GARDENS ROAD|CHERRY GARDENS) was selected without merging it with other same-name street records.,,
623,BLACKWOOD MAIN-438,BLACKWOOD MAIN,VIEW ROAD,BLACKWOOD,VIEW ROAD,BLACKWOOD,VIEW ROAD|BLACKWOOD,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 VIEW ROAD, BLACKWOOD SA","1 VIEW ROAD, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 1,100,-35.014280437199005,138.6174608308721,No,,,
624,BLACKWOOD MAIN-439,BLACKWOOD MAIN,VINE STREET,HAWTHORNDENE,VINE STREET,HAWTHORNDENE,VINE STREET|HAWTHORNDENE,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,HAWTHORNDENE DRIVE|HAWTHORNDENE,"HAWTHORNDENE DRIVE, HAWTHORNDENE SA","8 HAWTHORNDENE DRIVE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",Reviewed Directions route vicinity anchor,100,-35.01740448486227,138.6215732174955,No,Directions place Vine Street as the second right from Hawthorndene Drive.,,
625,BLACKWOOD MAIN-440,BLACKWOOD MAIN,WADE STREET,EDEN HILLS,WADE STREET,EDEN HILLS,WADE STREET|EDEN HILLS,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 WADE STREET, EDEN HILLS SA","2 WADE STREET, EDEN HILLS, SOUTH AUSTRALIA, 5050",No. 2,100,-35.024496297195185,138.60500715515983,No,,,
626,BLACKWOOD MAIN-441,BLACKWOOD MAIN,WAITE STREET,BLACKWOOD,WAITE STREET,BLACKWOOD,WAITE STREET|BLACKWOOD,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"WAITE STREET, BLACKWOOD SA","17A WAITE STREET, BLACKWOOD, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.019140126192994,138.6139326244404,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
627,CORO STREETS-103,CORO STREETS,WALSH COURT,COROMANDEL VALLEY,WALSH COURT,COROMANDEL VALLEY,WALSH COURT|COROMANDEL VALLEY,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 WALSH COURT, COROMANDEL VALLEY SA","1 WALSH COURT, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.047885740709766,138.62278000142373,No,,,
628,BLACKWOOD MAIN-442,BLACKWOOD MAIN,WARATAH CLOSE,BELAIR,WARATAH CLOSE,BELAIR,WARATAH CLOSE|BELAIR,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 WARATAH CLOSE, BELAIR SA","1 WARATAH CLOSE, BELAIR, SOUTH AUSTRALIA, 5052",No. 1,100,-35.00747608990558,138.61331197745844,No,,,
629,BLACKWOOD MAIN-443,BLACKWOOD MAIN,WARD AVENUE,EDEN HILLS,WARD AVENUE,EDEN HILLS,WARD AVENUE|EDEN HILLS,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 WARD AVENUE, EDEN HILLS SA","1 WARD AVENUE, EDEN HILLS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.022155662919296,138.58473784579908,No,,,
630,BLACKWOOD PARK-54,BLACKWOOD PARK,WARRIPARINGA AVENUE,CRAIGBURN FARM,WARRIPARINGA AVENUE,CRAIGBURN FARM,WARRIPARINGA AVENUE|CRAIGBURN FARM,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 WARRIPARINGA AVENUE, CRAIGBURN FARM SA","1 WARRIPARINGA AVENUE, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",No. 1,100,-35.040588647030546,138.61711448530778,No,,,
631,BLACKWOOD MAIN-444,BLACKWOOD MAIN,WATAHAUNA AVENUE,HAWTHORNDENE,WATAHAUNA AVENUE,HAWTHORNDENE,WATAHAUNA AVENUE|HAWTHORNDENE,No,Failed,Failed,Secondary-assisted official correction,Reviewed resolution,Active,Yes,High,No,,"WATAHAUNA AVENUE, HAWTHORNDENE SA","LOT 2 WATAHUNA AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",Reviewed street-only,98.21,-35.02028215933262,138.6232672333193,No,"Reviewed spelling, street type or adjoining official locality; selected the lowest numbered matching official SAGAF_PLUS candidate for WATAHUNA AVENUE, HAWTHORNDENE.",,
632,BLACKWOOD MAIN-445,BLACKWOOD MAIN,WATCHMAN DRIVE,COROMANDEL VALLEY,WATCHMAN DRIVE,COROMANDEL VALLEY,WATCHMAN DRIVE|COROMANDEL VALLEY,Yes,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 WATCHMAN DRIVE, COROMANDEL VALLEY SA","1 WATCHMAN DRIVE, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.038910107356806,138.62406754595094,No,,,
633,CORO STREETS-104,CORO STREETS,WATCHMAN DRIVE,COROMANDEL VALLEY,WATCHMAN DRIVE,COROMANDEL VALLEY,WATCHMAN DRIVE|COROMANDEL VALLEY,Yes,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 WATCHMAN DRIVE, COROMANDEL VALLEY SA","1 WATCHMAN DRIVE, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.038910107356806,138.62406754595094,No,,,
634,BLACKWOOD PARK-55,BLACKWOOD PARK,WATERHOUSE COURT,CRAIGBURN FARM,WATERHOUSE COURT,CRAIGBURN FARM,WATERHOUSE COURT|CRAIGBURN FARM,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 WATERHOUSE COURT, CRAIGBURN FARM SA","1 WATERHOUSE COURT, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",No. 1,100,-35.037345593110224,138.60699201587198,No,,,
635,BLACKWOOD MAIN-446,BLACKWOOD MAIN,WATTLE AVENUE,HAWTHORNDENE,WATTLE AVENUE,HAWTHORNDENE,WATTLE AVENUE|HAWTHORNDENE,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 WATTLE AVENUE, HAWTHORNDENE SA","2 WATTLE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 2,100,-35.022103719979015,138.6221011854641,No,,,
636,BLACKWOOD MAIN-447,BLACKWOOD MAIN,WATTLE GROVE,BELAIR,WATTLE GROVE,BELAIR,WATTLE GROVE|BELAIR,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 WATTLE GROVE, BELAIR SA","2 WATTLE GROVE, BELAIR, SOUTH AUSTRALIA, 5052",No. 2,100,-34.999413193630396,138.61975023375484,No,,,
637,BLACKWOOD PARK-56,BLACKWOOD PARK,WATTLEWOOD COURT,CRAIGBURN FARM,WATTLEWOOD COURT,CRAIGBURN FARM,WATTLEWOOD COURT|CRAIGBURN FARM,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 WATTLEWOOD COURT, CRAIGBURN FARM SA","1 WATTLEWOOD COURT, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",No. 1,100,-35.042791063276916,138.61257107901193,No,,,
638,BLACKWOOD PARK-57,BLACKWOOD PARK,WATTS TERRACE,CRAIGBURN FARM,WATTS TERRACE,CRAIGBURN FARM,WATTS TERRACE|CRAIGBURN FARM,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 WATTS TERRACE, CRAIGBURN FARM SA","1 WATTS TERRACE, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",No. 1,100,-35.03692951592742,138.6194366193584,No,,,
639,BLACKWOOD MAIN-448,BLACKWOOD MAIN,WEEMALA DRIVE,MITCHAM,WEEMALA DRIVE,MITCHAM,WEEMALA DRIVE|MITCHAM,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 WEEMALA DRIVE, MITCHAM SA","1 WEEMALA DRIVE, MITCHAM, SOUTH AUSTRALIA, 5062",No. 1,100,-34.986144974344064,138.61945849943257,No,,,
640,BLACKWOOD MAIN-449,BLACKWOOD MAIN,WENTWORTH CLOSE,BLACKWOOD,WENTWORTH CLOSE,BLACKWOOD,WENTWORTH CLOSE|BLACKWOOD,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 WENTWORTH CLOSE, BLACKWOOD SA","1 WENTWORTH CLOSE, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 1,100,-35.02045969034093,138.61113090762586,No,,,
641,BLACKWOOD MAIN-450,BLACKWOOD MAIN,WESTERN AVENUE,BLACKWOOD,WESTERN AVENUE,BLACKWOOD,WESTERN AVENUE|BLACKWOOD,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 WESTERN AVENUE, BLACKWOOD SA","1 WESTERN AVENUE, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 1,100,-35.00681470685058,138.620645537928,No,,,
642,CORO EAST & CHERRY-31,CORO EAST & CHERRY,WEYMOUTH ROAD,CHERRY GARDENS,WEYMOUTH ROAD,CHERRY GARDENS,WEYMOUTH ROAD|CHERRY GARDENS,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"WEYMOUTH ROAD, CHERRY GARDENS SA","206 WEYMOUTH ROAD, CHERRY GARDENS, SOUTH AUSTRALIA, 5157",Reviewed street-only,100,-35.06110984407421,138.65010341111972,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
643,CORO EAST & CHERRY-30,CORO EAST & CHERRY,WEYMOUTH ROAD,CORO EAST,WEYMOUTH ROAD,CORO EAST,WEYMOUTH ROAD|CORO EAST,No,Failed,Failed,Secondary-assisted official correction,Reviewed resolution,Active,Yes,High,No,,"WEYMOUTH ROAD, CORO EAST SA","LOT 2 WEYMOUTH ROAD, COROMANDEL EAST, SOUTH AUSTRALIA, 5157",Reviewed street-only,100,-35.05836594046381,138.6317664858705,No,"Reviewed spelling, street type or adjoining official locality; selected the lowest numbered matching official SAGAF_PLUS candidate for WEYMOUTH ROAD, COROMANDEL EAST.",,
644,CORO EAST & CHERRY-32,CORO EAST & CHERRY,WILDHEATH ROAD,CORO EAST,WILDHEATH ROAD,CORO EAST,WILDHEATH ROAD|CORO EAST,No,Failed,Failed,Secondary-assisted official correction,Reviewed resolution,Active,Yes,High,No,,"WILDHEATH ROAD, CORO EAST SA","10 WILDHEATH RISE, COROMANDEL EAST, SOUTH AUSTRALIA, 5157",Reviewed street-only,82.07,-35.03857888216895,138.63170636013822,No,"Reviewed spelling, street type or adjoining official locality; selected the lowest numbered matching official SAGAF_PLUS candidate for WILDHEATH RISE, COROMANDEL EAST.",,
645,CORO STREETS-105,CORO STREETS,WILDHEATH ROAD,Formerly PRIVATE ROAD · COROMANDEL VALLEY,,,,No,Ambiguous,Ambiguous authoritative locality fields,Reviewed multi-locality vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,WILDHEATH ROAD|CORO EAST,"WILDHEATH ROAD, CORO EAST SA","10 WILDHEATH RISE, COROMANDEL EAST, SOUTH AUSTRALIA, 5157",Reviewed Directions route vicinity anchor,82.07,-35.03857888216895,138.63170636013822,No,The Directions entry spans multiple locality fields. A reviewed official approach point (WILDHEATH ROAD|CORO EAST) was selected without merging it with other same-name street records.,,
646,BLACKWOOD PARK-58,BLACKWOOD PARK,WILLIAM RUFUS PLACE,CRAIGBURN FARM,WILLIAM RUFUS PLACE,CRAIGBURN FARM,WILLIAM RUFUS PLACE|CRAIGBURN FARM,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"WILLIAM RUFUS PLACE, CRAIGBURN FARM SA","3 WILLIAM RUFUS PLACE, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.04498333997672,138.61178179536074,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
647,BLACKWOOD MAIN-451,BLACKWOOD MAIN,WILLORA ROAD,EDEN HILLS,WILLORA ROAD,EDEN HILLS,WILLORA ROAD|EDEN HILLS,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 WILLORA ROAD, EDEN HILLS SA","1 WILLORA ROAD, EDEN HILLS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.0260723740826,138.5909185220353,No,,,
